pricing_sk,product_id,seller_id,category,list_price,discount_pct,final_price,currency,effective_from,effective_to,is_current,change_reason
PR0028349,P108128,S1410,Home & Kitchen,45.03,0.0,45.03,USD,2024-02-29,2024-05-26,False,seasonal_sale
PR0028350,P108128,S1410,Home & Kitchen,40.71,0.0,40.71,USD,2024-05-27,,True,seasonal_sale
PR0028351,P108129,S1205,Electronics,31.39,0.0,31.39,USD,2024-01-30,2024-04-19,False,competitor_price_match
PR0028352,P108129,S1205,Electronics,29.67,0.0,29.67,USD,2024-04-20,2024-05-29,False,inventory_clearance
PR0028353,P108129,S1205,Electronics,32.53,0.0,32.53,USD,2024-05-30,,True,regular_update
PR0028354,P108130,S1695,Fashion,16.01,0.0,16.01,USD,2024-01-01,2024-02-15,False,inventory_clearance
PR0028355,P108130,S1695,Fashion,15.62,0.0,15.62,USD,2024-02-16,2024-04-19,False,promotion
PR0028356,P108130,S1695,Fashion,15.08,0.0,15.08,USD,2024-04-20,,True,seasonal_sale
PR0028357,P108131,S1522,Toys,46.01,0.0,46.01,USD,2024-01-04,2024-04-06,False,promotion
PR0028358,P108131,S1522,Toys,49.66,0.0,49.66,USD,2024-04-07,2024-07-01,False,promotion
PR0028359,P108131,S1522,Toys,45.39,0.0,45.39,USD,2024-07-02,2024-10-30,False,seasonal_sale
PR0028360,P108131,S1522,Toys,42.3,0.0,42.3,USD,2024-10-31,,True,seasonal_sale
PR0028361,P108132,S1092,Electronics,16.94,0.0,16.94,USD,2024-01-09,2024-03-07,False,inventory_clearance
PR0028362,P108132,S1092,Electronics,16.14,0.0,16.14,USD,2024-03-08,2024-05-11,False,inventory_clearance
PR0028363,P108132,S1092,Electronics,17.99,0.0,17.99,USD,2024-05-12,,True,seasonal_sale
PR0028364,P108133,S1487,Books,18.61,0.0,18.61,USD,2024-01-19,2024-04-07,False,inventory_clearance
PR0028365,P108133,S1487,Books,17.52,0.0,17.52,USD,2024-04-08,2024-07-01,False,promotion
PR0028366,P108133,S1487,Books,19.79,0.11,17.61,USD,2024-07-02,2024-09-23,False,regular_update
PR0028367,P108133,S1487,Books,23.05,0.0,23.05,USD,2024-09-24,2025-01-10,False,competitor_price_match
PR0028368,P108133,S1487,Books,23.47,0.31,16.19,USD,2025-01-11,,True,inventory_clearance
PR0028369,P108134,S1643,Toys,14.97,0.0,14.97,USD,2024-01-18,2024-04-03,False,inventory_clearance
PR0028370,P108134,S1643,Toys,15.33,0.0,15.33,USD,2024-04-04,2024-07-22,False,promotion
PR0028371,P108134,S1643,Toys,16.12,0.0,16.12,USD,2024-07-23,,True,seasonal_sale
PR0028372,P108135,S1401,Books,41.56,0.0,41.56,USD,2024-02-20,2024-05-31,False,competitor_price_match
PR0028373,P108135,S1401,Books,39.99,0.0,39.99,USD,2024-06-01,2024-08-27,False,seasonal_sale
PR0028374,P108135,S1401,Books,44.92,0.0,44.92,USD,2024-08-28,2024-12-04,False,competitor_price_match
PR0028375,P108135,S1401,Books,45.07,0.0,45.07,USD,2024-12-05,,True,inventory_clearance
PR0028376,P108136,S1342,Grocery,8.56,0.0,8.56,USD,2024-02-02,2024-04-01,False,competitor_price_match
PR0028377,P108136,S1342,Grocery,9.26,0.23,7.13,USD,2024-04-02,2024-06-28,False,inventory_clearance
PR0028378,P108136,S1342,Grocery,10.45,0.0,10.45,USD,2024-06-29,,True,seasonal_sale
PR0028379,P108137,S1731,Sports,15.91,0.25,11.93,USD,2024-01-26,2024-06-01,False,inventory_clearance
PR0028380,P108137,S1731,Sports,16.78,0.0,16.78,USD,2024-06-02,2024-09-08,False,competitor_price_match
PR0028381,P108137,S1731,Sports,19.38,0.0,19.38,USD,2024-09-09,2024-10-16,False,inventory_clearance
PR0028382,P108137,S1731,Sports,22.57,0.0,22.57,USD,2024-10-17,,True,seasonal_sale
PR0028383,P108138,S1601,Grocery,22.1,0.0,22.1,USD,2024-02-26,2024-05-31,False,promotion
PR0028384,P108138,S1601,Grocery,24.38,0.0,24.38,USD,2024-06-01,2024-07-16,False,promotion
PR0028385,P108138,S1601,Grocery,22.62,0.0,22.62,USD,2024-07-17,2024-11-22,False,competitor_price_match
PR0028386,P108138,S1601,Grocery,20.86,0.0,20.86,USD,2024-11-23,2025-01-31,False,seasonal_sale
PR0028387,P108138,S1601,Grocery,23.6,0.24,17.94,USD,2025-02-01,,True,competitor_price_match
PR0028388,P108139,S1333,Toys,66.55,0.21,52.57,USD,2024-01-20,2024-04-05,False,competitor_price_match
PR0028389,P108139,S1333,Toys,55.44,0.0,55.44,USD,2024-04-06,2024-07-26,False,promotion
PR0028390,P108139,S1333,Toys,57.16,0.0,57.16,USD,2024-07-27,,True,promotion
PR0028391,P108140,S1672,Fashion,25.55,0.2,20.44,USD,2024-02-13,2024-04-23,False,inventory_clearance
PR0028392,P108140,S1672,Fashion,25.23,0.0,25.23,USD,2024-04-24,2024-07-06,False,seasonal_sale
PR0028393,P108140,S1672,Fashion,27.55,0.0,27.55,USD,2024-07-07,,True,promotion
PR0028394,P108141,S1217,Beauty,39.88,0.0,39.88,USD,2024-02-08,2024-05-14,False,promotion
PR0028395,P108141,S1217,Beauty,35.18,0.0,35.18,USD,2024-05-15,,True,competitor_price_match
PR0028396,P108142,S1482,Toys,31.94,0.07,29.7,USD,2024-01-01,2024-02-26,False,regular_update
PR0028397,P108142,S1482,Toys,30.64,0.0,30.64,USD,2024-02-27,2024-06-25,False,competitor_price_match
PR0028398,P108142,S1482,Toys,34.59,0.0,34.59,USD,2024-06-26,2024-08-12,False,promotion
PR0028399,P108142,S1482,Toys,29.62,0.0,29.62,USD,2024-08-13,2024-10-31,False,inventory_clearance
PR0028400,P108142,S1482,Toys,30.72,0.0,30.72,USD,2024-11-01,,True,promotion
PR0028401,P108143,S1255,Toys,76.37,0.0,76.37,USD,2024-01-05,2024-03-04,False,inventory_clearance
PR0028402,P108143,S1255,Toys,68.56,0.0,68.56,USD,2024-03-05,,True,inventory_clearance
PR0028403,P108144,S1493,Sports,46.16,0.0,46.16,USD,2024-01-24,2024-04-28,False,regular_update
PR0028404,P108144,S1493,Sports,39.1,0.0,39.1,USD,2024-04-29,,True,regular_update
PR0028405,P108145,S1272,Fashion,40.53,0.0,40.53,USD,2024-02-20,2024-04-26,False,inventory_clearance
PR0028406,P108145,S1272,Fashion,45.51,0.0,45.51,USD,2024-04-27,,True,seasonal_sale
PR0028407,P108146,S1361,Books,53.76,0.0,53.76,USD,2024-02-29,2024-04-09,False,inventory_clearance
PR0028408,P108146,S1361,Books,53.23,0.0,53.23,USD,2024-04-10,2024-05-23,False,seasonal_sale
PR0028409,P108146,S1361,Books,47.05,0.0,47.05,USD,2024-05-24,,True,promotion
PR0028410,P108147,S1373,Home & Kitchen,7.32,0.0,7.32,USD,2024-01-19,2024-03-15,False,regular_update
PR0028411,P108147,S1373,Home & Kitchen,6.88,0.24,5.23,USD,2024-03-16,2024-06-11,False,regular_update
PR0028412,P108147,S1373,Home & Kitchen,5.68,0.0,5.68,USD,2024-06-12,,True,promotion
PR0028413,P108148,S1377,Fashion,5.94,0.0,5.94,USD,2024-02-09,2024-04-23,False,seasonal_sale
PR0028414,P108148,S1377,Fashion,5.43,0.0,5.43,USD,2024-04-24,2024-07-17,False,competitor_price_match
PR0028415,P108148,S1377,Fashion,4.49,0.0,4.49,USD,2024-07-18,2024-09-30,False,inventory_clearance
PR0028416,P108148,S1377,Fashion,4.27,0.0,4.27,USD,2024-10-01,,True,seasonal_sale
PR0028417,P108149,S1502,Fashion,8.21,0.0,8.21,USD,2024-02-11,2024-05-02,False,competitor_price_match
PR0028418,P108149,S1502,Fashion,7.55,0.0,7.55,USD,2024-05-03,2024-08-22,False,inventory_clearance
PR0028419,P108149,S1502,Fashion,6.97,0.0,6.97,USD,2024-08-23,,True,inventory_clearance
PR0028420,P108150,S1154,Toys,5.57,0.0,5.57,USD,2024-01-20,2024-05-28,False,seasonal_sale
PR0028421,P108150,S1154,Toys,5.98,0.0,5.98,USD,2024-05-29,2024-07-19,False,promotion
PR0028422,P108150,S1154,Toys,6.98,0.0,6.98,USD,2024-07-20,,True,regular_update
PR0028423,P108151,S1365,Fashion,28.31,0.0,28.31,USD,2024-02-14,2024-03-24,False,seasonal_sale
PR0028424,P108151,S1365,Fashion,30.2,0.0,30.2,USD,2024-03-25,2024-07-13,False,seasonal_sale
PR0028425,P108151,S1365,Fashion,35.05,0.0,35.05,USD,2024-07-14,2024-09-17,False,inventory_clearance
PR0028426,P108151,S1365,Fashion,39.45,0.0,39.45,USD,2024-09-18,2024-11-30,False,seasonal_sale
PR0028427,P108151,S1365,Fashion,40.78,0.34,26.91,USD,2024-12-01,,True,promotion
PR0028428,P108152,S1106,Grocery,34.03,0.0,34.03,USD,2024-01-29,2024-04-09,False,promotion
PR0028429,P108152,S1106,Grocery,36.57,0.0,36.57,USD,2024-04-10,2024-06-10,False,inventory_clearance
PR0028430,P108152,S1106,Grocery,30.56,0.14,26.28,USD,2024-06-11,2024-07-23,False,competitor_price_match
PR0028431,P108152,S1106,Grocery,31.04,0.0,31.04,USD,2024-07-24,2024-10-31,False,promotion
PR0028432,P108152,S1106,Grocery,35.59,0.06,33.45,USD,2024-11-01,,True,inventory_clearance
PR0028433,P108153,S1419,Beauty,24.75,0.0,24.75,USD,2024-01-22,2024-03-29,False,regular_update
PR0028434,P108153,S1419,Beauty,27.77,0.14,23.88,USD,2024-03-30,2024-05-15,False,inventory_clearance
PR0028435,P108153,S1419,Beauty,26.03,0.0,26.03,USD,2024-05-16,2024-08-03,False,promotion
PR0028436,P108153,S1419,Beauty,26.51,0.0,26.51,USD,2024-08-04,,True,seasonal_sale
PR0028437,P108154,S1680,Grocery,13.4,0.0,13.4,USD,2024-02-05,2024-04-07,False,inventory_clearance
PR0028438,P108154,S1680,Grocery,11.8,0.0,11.8,USD,2024-04-08,2024-06-12,False,competitor_price_match
PR0028439,P108154,S1680,Grocery,13.91,0.0,13.91,USD,2024-06-13,2024-08-10,False,competitor_price_match
PR0028440,P108154,S1680,Grocery,11.97,0.0,11.97,USD,2024-08-11,,True,inventory_clearance
PR0028441,P108155,S1692,Grocery,90.96,0.0,90.96,USD,2024-02-25,2024-06-19,False,regular_update
PR0028442,P108155,S1692,Grocery,81.46,0.0,81.46,USD,2024-06-20,2024-07-31,False,regular_update
PR0028443,P108155,S1692,Grocery,93.05,0.0,93.05,USD,2024-08-01,,True,regular_update
PR0028444,P108156,S1154,Books,16.88,0.0,16.88,USD,2024-01-07,2024-02-17,False,regular_update
PR0028445,P108156,S1154,Books,17.7,0.0,17.7,USD,2024-02-18,2024-03-24,False,promotion
PR0028446,P108156,S1154,Books,20.01,0.33,13.41,USD,2024-03-25,2024-07-26,False,inventory_clearance
PR0028447,P108156,S1154,Books,20.87,0.08,19.2,USD,2024-07-27,,True,regular_update
PR0028448,P108157,S1563,Beauty,22.33,0.0,22.33,USD,2024-01-16,2024-05-05,False,regular_update
PR0028449,P108157,S1563,Beauty,18.4,0.0,18.4,USD,2024-05-06,2024-08-11,False,promotion
PR0028450,P108157,S1563,Beauty,15.85,0.0,15.85,USD,2024-08-12,,True,regular_update
PR0028451,P108158,S1552,Electronics,22.89,0.11,20.37,USD,2024-01-11,2024-03-25,False,inventory_clearance
PR0028452,P108158,S1552,Electronics,23.65,0.0,23.65,USD,2024-03-26,2024-07-27,False,promotion
PR0028453,P108158,S1552,Electronics,24.36,0.06,22.9,USD,2024-07-28,,True,competitor_price_match
PR0028454,P108159,S1838,Books,159.13,0.0,159.13,USD,2024-02-03,2024-06-05,False,competitor_price_match
PR0028455,P108159,S1838,Books,171.66,0.27,125.31,USD,2024-06-06,2024-07-29,False,seasonal_sale
PR0028456,P108159,S1838,Books,165.25,0.0,165.25,USD,2024-07-30,2024-10-25,False,promotion
PR0028457,P108159,S1838,Books,170.05,0.0,170.05,USD,2024-10-26,,True,promotion
PR0028458,P108160,S1666,Electronics,23.98,0.0,23.98,USD,2024-02-11,2024-03-21,False,regular_update
PR0028459,P108160,S1666,Electronics,25.57,0.0,25.57,USD,2024-03-22,2024-07-23,False,promotion
PR0028460,P108160,S1666,Electronics,26.72,0.0,26.72,USD,2024-07-24,2024-09-05,False,inventory_clearance
PR0028461,P108160,S1666,Electronics,31.32,0.0,31.32,USD,2024-09-06,,True,seasonal_sale
PR0028462,P108161,S1001,Books,19.18,0.0,19.18,USD,2024-02-27,2024-04-22,False,promotion
PR0028463,P108161,S1001,Books,15.85,0.06,14.9,USD,2024-04-23,2024-08-09,False,inventory_clearance
PR0028464,P108161,S1001,Books,17.01,0.0,17.01,USD,2024-08-10,,True,inventory_clearance
PR0028465,P108162,S1823,Toys,14.98,0.0,14.98,USD,2024-01-04,2024-03-02,False,competitor_price_match
PR0028466,P108162,S1823,Toys,16.79,0.0,16.79,USD,2024-03-03,2024-04-18,False,inventory_clearance
PR0028467,P108162,S1823,Toys,18.83,0.11,16.76,USD,2024-04-19,,True,inventory_clearance
PR0028468,P108163,S1602,Sports,26.05,0.0,26.05,USD,2024-02-24,2024-04-05,False,promotion
PR0028469,P108163,S1602,Sports,24.24,0.21,19.15,USD,2024-04-06,2024-06-17,False,seasonal_sale
PR0028470,P108163,S1602,Sports,23.17,0.0,23.17,USD,2024-06-18,2024-10-08,False,competitor_price_match
PR0028471,P108163,S1602,Sports,21.17,0.06,19.9,USD,2024-10-09,,True,regular_update
PR0028472,P108164,S1437,Grocery,20.34,0.29,14.44,USD,2024-01-16,2024-04-16,False,promotion
PR0028473,P108164,S1437,Grocery,18.77,0.0,18.77,USD,2024-04-17,2024-08-04,False,promotion
PR0028474,P108164,S1437,Grocery,18.84,0.31,13.0,USD,2024-08-05,,True,inventory_clearance
PR0028475,P108165,S1397,Beauty,62.46,0.0,62.46,USD,2024-02-29,2024-04-07,False,promotion
PR0028476,P108165,S1397,Beauty,73.22,0.0,73.22,USD,2024-04-08,,True,regular_update
PR0028477,P108166,S1836,Beauty,57.87,0.0,57.87,USD,2024-01-26,2024-05-12,False,promotion
PR0028478,P108166,S1836,Beauty,64.32,0.0,64.32,USD,2024-05-13,2024-08-18,False,promotion
PR0028479,P108166,S1836,Beauty,64.29,0.0,64.29,USD,2024-08-19,,True,inventory_clearance
PR0028480,P108167,S1418,Grocery,28.38,0.11,25.26,USD,2024-02-15,2024-05-08,False,promotion
PR0028481,P108167,S1418,Grocery,29.43,0.0,29.43,USD,2024-05-09,2024-07-30,False,inventory_clearance
PR0028482,P108167,S1418,Grocery,25.97,0.0,25.97,USD,2024-07-31,2024-11-25,False,regular_update
PR0028483,P108167,S1418,Grocery,24.65,0.0,24.65,USD,2024-11-26,2025-03-23,False,seasonal_sale
PR0028484,P108167,S1418,Grocery,23.53,0.0,23.53,USD,2025-03-24,,True,inventory_clearance
PR0028485,P108168,S1159,Beauty,60.87,0.0,60.87,USD,2024-02-28,2024-05-14,False,competitor_price_match
PR0028486,P108168,S1159,Beauty,58.21,0.0,58.21,USD,2024-05-15,2024-09-14,False,regular_update
PR0028487,P108168,S1159,Beauty,58.2,0.0,58.2,USD,2024-09-15,,True,regular_update
PR0028488,P108169,S1076,Fashion,24.23,0.0,24.23,USD,2024-02-27,2024-05-02,False,competitor_price_match
PR0028489,P108169,S1076,Fashion,25.98,0.0,25.98,USD,2024-05-03,2024-07-06,False,regular_update
PR0028490,P108169,S1076,Fashion,24.59,0.0,24.59,USD,2024-07-07,2024-09-11,False,competitor_price_match
PR0028491,P108169,S1076,Fashion,26.43,0.26,19.56,USD,2024-09-12,2024-11-20,False,seasonal_sale
PR0028492,P108169,S1076,Fashion,26.87,0.0,26.87,USD,2024-11-21,,True,promotion
PR0028493,P108170,S1297,Electronics,24.99,0.26,18.49,USD,2024-02-23,2024-06-13,False,inventory_clearance
PR0028494,P108170,S1297,Electronics,29.06,0.0,29.06,USD,2024-06-14,2024-08-05,False,promotion
PR0028495,P108170,S1297,Electronics,30.33,0.0,30.33,USD,2024-08-06,2024-11-16,False,competitor_price_match
PR0028496,P108170,S1297,Electronics,30.45,0.0,30.45,USD,2024-11-17,,True,regular_update
PR0028497,P108171,S1051,Grocery,14.13,0.0,14.13,USD,2024-02-27,2024-07-02,False,promotion
PR0028498,P108171,S1051,Grocery,13.04,0.0,13.04,USD,2024-07-03,,True,regular_update
PR0028499,P108172,S1008,Fashion,47.71,0.0,47.71,USD,2024-01-29,2024-03-29,False,promotion
PR0028500,P108172,S1008,Fashion,47.41,0.0,47.41,USD,2024-03-30,2024-07-21,False,inventory_clearance
PR0028501,P108172,S1008,Fashion,39.33,0.0,39.33,USD,2024-07-22,2024-11-20,False,inventory_clearance
PR0028502,P108172,S1008,Fashion,44.25,0.0,44.25,USD,2024-11-21,,True,competitor_price_match
PR0028503,P108173,S1769,Electronics,31.34,0.0,31.34,USD,2024-02-27,2024-05-28,False,inventory_clearance
PR0028504,P108173,S1769,Electronics,32.05,0.0,32.05,USD,2024-05-29,2024-09-23,False,promotion
PR0028505,P108173,S1769,Electronics,34.28,0.26,25.37,USD,2024-09-24,2024-12-12,False,regular_update
PR0028506,P108173,S1769,Electronics,29.18,0.0,29.18,USD,2024-12-13,2025-02-23,False,regular_update
PR0028507,P108173,S1769,Electronics,24.55,0.0,24.55,USD,2025-02-24,,True,promotion
PR0028508,P108174,S1577,Electronics,17.43,0.0,17.43,USD,2024-02-20,2024-04-17,False,promotion
PR0028509,P108174,S1577,Electronics,16.32,0.25,12.24,USD,2024-04-18,2024-08-15,False,regular_update
PR0028510,P108174,S1577,Electronics,16.21,0.0,16.21,USD,2024-08-16,2024-10-06,False,promotion
PR0028511,P108174,S1577,Electronics,17.35,0.0,17.35,USD,2024-10-07,,True,competitor_price_match
PR0028512,P108175,S1363,Fashion,29.84,0.0,29.84,USD,2024-01-15,2024-03-21,False,promotion
PR0028513,P108175,S1363,Fashion,34.2,0.18,28.04,USD,2024-03-22,2024-07-18,False,promotion
PR0028514,P108175,S1363,Fashion,32.62,0.1,29.36,USD,2024-07-19,2024-10-11,False,inventory_clearance
PR0028515,P108175,S1363,Fashion,28.03,0.0,28.03,USD,2024-10-12,2025-01-25,False,inventory_clearance
PR0028516,P108175,S1363,Fashion,23.04,0.0,23.04,USD,2025-01-26,,True,inventory_clearance
PR0028517,P108176,S1386,Grocery,15.83,0.0,15.83,USD,2024-01-18,2024-05-10,False,competitor_price_match
PR0028518,P108176,S1386,Grocery,17.48,0.0,17.48,USD,2024-05-11,2024-06-19,False,regular_update
PR0028519,P108176,S1386,Grocery,15.1,0.0,15.1,USD,2024-06-20,,True,inventory_clearance
PR0028520,P108177,S1570,Books,36.61,0.0,36.61,USD,2024-01-26,2024-05-17,False,promotion
PR0028521,P108177,S1570,Books,38.91,0.0,38.91,USD,2024-05-18,,True,competitor_price_match
PR0028522,P108178,S1237,Grocery,11.86,0.0,11.86,USD,2024-01-21,2024-04-29,False,promotion
PR0028523,P108178,S1237,Grocery,10.12,0.0,10.12,USD,2024-04-30,2024-06-09,False,promotion
PR0028524,P108178,S1237,Grocery,10.95,0.0,10.95,USD,2024-06-10,,True,competitor_price_match
PR0028525,P108179,S1451,Toys,21.71,0.0,21.71,USD,2024-01-15,2024-03-15,False,seasonal_sale
PR0028526,P108179,S1451,Toys,20.06,0.0,20.06,USD,2024-03-16,,True,competitor_price_match
PR0028527,P108180,S1518,Books,65.23,0.0,65.23,USD,2024-01-20,2024-03-08,False,regular_update
PR0028528,P108180,S1518,Books,57.25,0.0,57.25,USD,2024-03-09,2024-04-16,False,inventory_clearance
PR0028529,P108180,S1518,Books,67.14,0.0,67.14,USD,2024-04-17,,True,competitor_price_match
PR0028530,P108181,S1250,Books,33.43,0.0,33.43,USD,2024-01-24,2024-05-02,False,inventory_clearance
PR0028531,P108181,S1250,Books,27.92,0.0,27.92,USD,2024-05-03,2024-08-13,False,competitor_price_match
PR0028532,P108181,S1250,Books,31.71,0.0,31.71,USD,2024-08-14,,True,seasonal_sale
PR0028533,P108182,S1615,Sports,7.5,0.0,7.5,USD,2024-02-12,2024-05-05,False,competitor_price_match
PR0028534,P108182,S1615,Sports,6.27,0.0,6.27,USD,2024-05-06,2024-07-31,False,competitor_price_match
PR0028535,P108182,S1615,Sports,6.37,0.0,6.37,USD,2024-08-01,,True,competitor_price_match
PR0028536,P108183,S1327,Home & Kitchen,39.96,0.0,39.96,USD,2024-02-10,2024-04-17,False,seasonal_sale
PR0028537,P108183,S1327,Home & Kitchen,34.4,0.31,23.74,USD,2024-04-18,2024-07-02,False,inventory_clearance
PR0028538,P108183,S1327,Home & Kitchen,34.82,0.0,34.82,USD,2024-07-03,2024-10-14,False,inventory_clearance
PR0028539,P108183,S1327,Home & Kitchen,38.5,0.0,38.5,USD,2024-10-15,,True,regular_update
PR0028540,P108184,S1488,Books,11.25,0.0,11.25,USD,2024-02-10,2024-03-30,False,promotion
PR0028541,P108184,S1488,Books,11.03,0.22,8.6,USD,2024-03-31,,True,promotion
PR0028542,P108185,S1161,Sports,47.42,0.33,31.77,USD,2024-02-10,2024-05-22,False,seasonal_sale
PR0028543,P108185,S1161,Sports,54.67,0.0,54.67,USD,2024-05-23,,True,competitor_price_match
PR0028544,P108186,S1527,Fashion,20.78,0.0,20.78,USD,2024-01-02,2024-03-15,False,competitor_price_match
PR0028545,P108186,S1527,Fashion,22.67,0.0,22.67,USD,2024-03-16,,True,competitor_price_match
PR0028546,P108187,S1804,Grocery,22.86,0.08,21.03,USD,2024-01-30,2024-05-16,False,promotion
PR0028547,P108187,S1804,Grocery,23.35,0.0,23.35,USD,2024-05-17,2024-07-27,False,regular_update
PR0028548,P108187,S1804,Grocery,25.21,0.05,23.95,USD,2024-07-28,2024-09-23,False,competitor_price_match
PR0028549,P108187,S1804,Grocery,23.54,0.0,23.54,USD,2024-09-24,,True,seasonal_sale
PR0028550,P108188,S1480,Home & Kitchen,10.03,0.0,10.03,USD,2024-02-19,2024-04-03,False,competitor_price_match
PR0028551,P108188,S1480,Home & Kitchen,11.81,0.0,11.81,USD,2024-04-04,2024-06-12,False,promotion
PR0028552,P108188,S1480,Home & Kitchen,13.52,0.05,12.84,USD,2024-06-13,2024-07-29,False,competitor_price_match
PR0028553,P108188,S1480,Home & Kitchen,12.74,0.0,12.74,USD,2024-07-30,,True,seasonal_sale
PR0028554,P108189,S1550,Books,16.49,0.0,16.49,USD,2024-02-08,2024-04-24,False,inventory_clearance
PR0028555,P108189,S1550,Books,15.07,0.0,15.07,USD,2024-04-25,2024-07-02,False,seasonal_sale
PR0028556,P108189,S1550,Books,17.63,0.0,17.63,USD,2024-07-03,,True,competitor_price_match
PR0028557,P108190,S1654,Fashion,15.18,0.32,10.32,USD,2024-01-01,2024-02-23,False,seasonal_sale
PR0028558,P108190,S1654,Fashion,15.58,0.0,15.58,USD,2024-02-24,2024-05-27,False,competitor_price_match
PR0028559,P108190,S1654,Fashion,16.84,0.0,16.84,USD,2024-05-28,2024-09-18,False,promotion
PR0028560,P108190,S1654,Fashion,14.92,0.0,14.92,USD,2024-09-19,,True,promotion
PR0028561,P108191,S1327,Electronics,56.54,0.17,46.93,USD,2024-01-28,2024-03-07,False,seasonal_sale
PR0028562,P108191,S1327,Electronics,50.54,0.0,50.54,USD,2024-03-08,2024-06-11,False,promotion
PR0028563,P108191,S1327,Electronics,54.03,0.0,54.03,USD,2024-06-12,,True,promotion
PR0028564,P108192,S1388,Books,65.54,0.0,65.54,USD,2024-01-11,2024-03-11,False,promotion
PR0028565,P108192,S1388,Books,74.13,0.0,74.13,USD,2024-03-12,,True,inventory_clearance
PR0028566,P108193,S1746,Books,48.13,0.0,48.13,USD,2024-01-27,2024-04-09,False,inventory_clearance
PR0028567,P108193,S1746,Books,55.44,0.31,38.25,USD,2024-04-10,,True,inventory_clearance
PR0028568,P108194,S1310,Home & Kitchen,49.65,0.0,49.65,USD,2024-01-12,2024-04-01,False,seasonal_sale
PR0028569,P108194,S1310,Home & Kitchen,54.74,0.0,54.74,USD,2024-04-02,2024-07-11,False,regular_update
PR0028570,P108194,S1310,Home & Kitchen,61.57,0.0,61.57,USD,2024-07-12,,True,competitor_price_match
PR0028571,P108195,S1757,Sports,16.48,0.0,16.48,USD,2024-01-15,2024-02-22,False,promotion
PR0028572,P108195,S1757,Sports,18.66,0.0,18.66,USD,2024-02-23,2024-04-15,False,promotion
PR0028573,P108195,S1757,Sports,16.92,0.0,16.92,USD,2024-04-16,,True,regular_update
PR0028574,P108196,S1239,Home & Kitchen,19.12,0.0,19.12,USD,2024-02-09,2024-04-19,False,seasonal_sale
PR0028575,P108196,S1239,Home & Kitchen,17.76,0.0,17.76,USD,2024-04-20,2024-07-19,False,regular_update
PR0028576,P108196,S1239,Home & Kitchen,16.13,0.0,16.13,USD,2024-07-20,2024-09-11,False,regular_update
PR0028577,P108196,S1239,Home & Kitchen,15.43,0.0,15.43,USD,2024-09-12,2024-11-27,False,promotion
PR0028578,P108196,S1239,Home & Kitchen,13.48,0.0,13.48,USD,2024-11-28,,True,regular_update
PR0028579,P108197,S1207,Electronics,23.22,0.3,16.25,USD,2024-02-12,2024-04-02,False,seasonal_sale
PR0028580,P108197,S1207,Electronics,20.66,0.0,20.66,USD,2024-04-03,2024-05-26,False,regular_update
PR0028581,P108197,S1207,Electronics,18.2,0.12,16.02,USD,2024-05-27,2024-09-23,False,competitor_price_match
PR0028582,P108197,S1207,Electronics,19.84,0.0,19.84,USD,2024-09-24,,True,promotion
PR0028583,P108198,S1321,Beauty,18.99,0.0,18.99,USD,2024-02-12,2024-06-17,False,seasonal_sale
PR0028584,P108198,S1321,Beauty,22.32,0.0,22.32,USD,2024-06-18,2024-07-31,False,inventory_clearance
PR0028585,P108198,S1321,Beauty,18.98,0.0,18.98,USD,2024-08-01,,True,seasonal_sale
PR0028586,P108199,S1515,Electronics,33.56,0.0,33.56,USD,2024-01-17,2024-04-16,False,competitor_price_match
PR0028587,P108199,S1515,Electronics,31.91,0.32,21.7,USD,2024-04-17,,True,regular_update
PR0028588,P108200,S1537,Home & Kitchen,22.84,0.0,22.84,USD,2024-01-25,2024-03-17,False,inventory_clearance
PR0028589,P108200,S1537,Home & Kitchen,21.66,0.0,21.66,USD,2024-03-18,2024-06-26,False,competitor_price_match
PR0028590,P108200,S1537,Home & Kitchen,18.59,0.29,13.2,USD,2024-06-27,2024-09-29,False,promotion
PR0028591,P108200,S1537,Home & Kitchen,16.18,0.25,12.13,USD,2024-09-30,,True,promotion
PR0028592,P108201,S1516,Grocery,88.51,0.0,88.51,USD,2024-01-10,2024-05-13,False,seasonal_sale
PR0028593,P108201,S1516,Grocery,85.3,0.16,71.65,USD,2024-05-14,2024-07-25,False,promotion
PR0028594,P108201,S1516,Grocery,87.3,0.0,87.3,USD,2024-07-26,,True,competitor_price_match
PR0028595,P108202,S1872,Fashion,16.77,0.0,16.77,USD,2024-01-11,2024-04-28,False,regular_update
PR0028596,P108202,S1872,Fashion,16.69,0.0,16.69,USD,2024-04-29,,True,seasonal_sale
PR0028597,P108203,S1466,Beauty,31.3,0.0,31.3,USD,2024-02-20,2024-03-30,False,competitor_price_match
PR0028598,P108203,S1466,Beauty,35.36,0.0,35.36,USD,2024-03-31,,True,inventory_clearance
PR0028599,P108204,S1027,Beauty,6.05,0.0,6.05,USD,2024-01-11,2024-04-03,False,regular_update
PR0028600,P108204,S1027,Beauty,5.43,0.28,3.91,USD,2024-04-04,2024-08-10,False,inventory_clearance
PR0028601,P108204,S1027,Beauty,5.55,0.0,5.55,USD,2024-08-11,,True,seasonal_sale
PR0028602,P108205,S1829,Grocery,20.63,0.0,20.63,USD,2024-01-29,2024-05-10,False,inventory_clearance
PR0028603,P108205,S1829,Grocery,18.75,0.0,18.75,USD,2024-05-11,,True,promotion
